,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value,age
339,Cami,Barnbrook,Female,8,1963-01-01,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,2,218,1.12625,60.0
340,Art,Shardlow,Male,57,1963-10-15,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,2,415,0.921875,60.0
341,Farlie,Brookz,Male,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,12,615,0.7565,60.0
342,Cammy,Stoneham,Female,74,1963-05-02,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,3,244,1.08375,60.0
343,Jenny,Massy,Female,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,2,715,0.67734375,60.0
344,Zebulen,Emtage,Male,52,1963-09-01,Senior Developer,Property,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,7,733,0.6625,60.0
345,Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,7,832,0.575,60.0
346,Dru,Crellim,Female,57,1963-03-04,Unknown,Unknown,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,7,904,0.5,60.0
347,Eugenie,Brinson,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,6,936,0.476,60.0
348,Shelli,Bartholomaus,Female,88,1963-05-11,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,7,291,1.0359375,60.0
349,Clarabelle,Broschek,Female,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,6,967,0.435625,60.0
350,Rhodie,Gaskall,Female,83,1964-02-01,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,9,956,0.44625,59.0
351,Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,10,899,0.51,59.0
352,Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,7,883,0.53125,59.0
353,Abigale,Sives,Female,48,1963-12-13,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,4,230,1.109375,59.0
354,Wyn,Saynor,Male,54,1964-06-22,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,9,226,1.1125,59.0
355,Diego,Van den Broek,Male,17,1964-09-28,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,7,345,0.988125,59.0
356,Gleda,Howerd,Female,59,1964-01-22,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,2,444,0.9,59.0
357,Arty,Strudwick,Male,85,1964-01-31,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,10,382,0.95,59.0
358,Renate,Whyte,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,7,828,0.58,59.0
359,Virginia,De Antoni,Female,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,10,563,0.8075,59.0
360,Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,5,782,0.6205,59.0
361,Corene,Hallgate,Female,26,1964-11-06,Accountant III,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,12,526,0.833,59.0
362,Zabrina,Margram,Female,87,1964-05-15,Accountant II,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,8,515,0.839375,59.0
363,Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,8,937,0.47,59.0
364,Mandie,Feares,Female,32,1964-04-19,Clinical Specialist,Health,Mass Customer,N,No,10,39 Kedzie Pass,4053,QLD,8,14,1.59375,59.0
365,Murial,Bulloch,Female,59,1964-10-01,Accountant III,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,6,349,0.9875,59.0
366,Tyne,Coate,Female,82,1965-07-15,Developer II,Manufacturing,Mass Customer,N,No,17,90820 Thackeray Street,2218,NSW,8,146,1.225,58.0
367,Dawn,Pyffe,Female,56,1965-05-28,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,8,492,0.87125,58.0
368,Geoff,Sitford,Male,97,1965-02-27,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,8,297,1.030625,58.0
369,Charmain,Styles,Female,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,7,574,0.799,58.0
370,Vittorio,Boxen,Male,94,1965-08-15,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,9,233,1.1,58.0
371,Melinda,Hadlee,Female,34,1965-09-21,Financial Analyst,Financial Services,Affluent Customer,N,No,19,115 Montana Place,2093,NSW,9,4,1.703125,58.0
372,Farris,Skettles,Male,38,1965-07-03,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,13,49309 Redwing Lane,3240,VIC,7,132,1.2484375,58.0
373,Becka,Hacon,Female,81,1965-07-03,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,9,278,1.05,58.0
374,Erasmus,Olenchenko,Male,56,1965-02-03,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,7,464,0.890625,58.0
375,Donn,MacGregor,Male,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,10,536,0.825,58.0
376,Jamal,Dudgeon,Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,5,591,0.782,58.0
377,Conroy,Rappaport,Male,39,1965-01-08,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,9,181,1.158125,58.0
378,Hyman,Petrolli,Male,8,1965-09-09,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,7,715,0.67734375,58.0
379,Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,8,754,0.646,58.0
380,Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,9,804,0.595,58.0
381,Glendon,Malham,Male,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,6,722,0.6715,58.0
382,Noak,Sleany,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,10,817,0.5865,58.0
383,Ferdinand,Billie,Male,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,8,700,0.6875,58.0
384,Valerie,Pickover,Female,34,1965-09-08,Editor,Financial Services,Mass Customer,N,No,9,92214 Spenser Road,2756,NSW,8,78,1.3375,58.0
385,Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,10,865,0.55,58.0
386,Alex,Patshull,Female,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,5,974,0.425,57.0
387,Bunny,Leebetter,Female,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,4,444,0.9,57.0
388,Beatrix,McGivena,Female,26,1966-10-18,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,10,715,0.67734375,57.0
389,Inglebert,Butland,Male,71,1966-01-30,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,9,719,0.675,57.0
390,Muffin,Bhar,Male,44,1966-04-07,Unknown,Unknown,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,4,879,0.5375,57.0
391,Kelsey,Hatt,Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,6,486,0.875,57.0
392,Lucien,Unknown,Male,83,1966-09-14,Accountant III,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,3,486,0.875,57.0
393,Philbert,Bangs,Male,67,1966-03-03,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,7,951,0.4505,57.0
394,Wylie,Huntingdon,Male,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,8,676,0.70125,57.0
395,Fancie,Woofendell,Female,68,1966-09-17,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,7,733,0.6625,57.0
396,Deirdre,Sturgeon,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,10,760,0.6375,57.0
397,Dahlia,Shovlar,Female,90,1966-03-07,Environmental Specialist,Health,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,3,274,1.051875,57.0
398,Gretna,Thredder,Female,62,1966-01-08,Unknown,Unknown,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,11,223,1.115625,57.0
399,Kellina,Haygreen,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,10,778,0.625,57.0
400,Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,10,604,0.765,57.0
401,Corinna,Suggey,Female,52,1966-09-18,Design Engineer,Entertainment,Affluent Customer,N,No,9,938 Ilene Road,2761,NSW,8,44,1.42109375,57.0
402,Whittaker,Unknown,Male,64,1966-07-29,Media Manager III,Retail,Mass Customer,N,Yes,8,683 Florence Way,3156,VIC,5,57,1.375,57.0
403,My,Chaston,Male,92,1966-07-16,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,74613 Northport Park,3765,VIC,9,133,1.2375,57.0
404,Claudine,Dymick,Female,28,1965-12-13,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,5,312,1.02,57.0
405,Pierrette,Gummie,Female,18,1966-08-04,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,8,637,0.7375,57.0
406,Claudine,Barstowk,Female,71,1966-07-20,Nurse,Property,High Net Worth,N,Yes,5,1859 Forest Circle,4000,QLD,11,26,1.46875,57.0
407,Charlena,Berney,Female,55,1966-01-02,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,4,195,1.1475,57.0
408,Brod,Attrey,Male,46,1966-11-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,8,820,0.584375,57.0
409,Leonora,Swetenham,Female,66,1967-10-05,Accountant III,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,10,832,0.575,56.0
410,Esme,Pilipets,Male,15,1967-05-06,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,9,977,0.42,56.0
411,Mavra,Finan,Female,30,1967-08-23,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,9,967,0.435625,56.0
412,Blondell,Dibdall,Female,62,1967-01-03,Programmer III,Health,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,4,960,0.442,56.0
413,Torry,de la Valette Parisot,Male,95,1967-03-14,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,9,471,0.8875,56.0
414,Loise,Iltchev,Female,70,1967-03-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,17,45 Becker Place,4504,QLD,6,62,1.36796875,56.0
415,Shepperd,Ricards,Male,28,1967-09-27,Social Worker,Health,Mass Customer,N,Yes,16,7 Oakridge Lane,2284,NSW,4,133,1.2375,56.0
416,Padriac,Collacombe,Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,10,563,0.8075,56.0
417,Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,12,797,0.6,56.0
418,Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,Financial Services,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,5,904,0.5,56.0
419,Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,12,871,0.541875,56.0
420,Madison,Lars,Male,11,1967-01-19,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,9,620,0.75,56.0
421,Cliff,Philipsson,Male,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,10,500,0.86,56.0
422,Shadow,Yakutin,Male,85,1967-02-03,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,2,252,1.073125,56.0
423,Tannie,Gambrell,Male,92,1967-05-25,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,4,206,1.1375,56.0
424,Katharine,Redbourn,Female,8,1967-09-11,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,10,244,1.08375,56.0
425,Otha,Langworthy,Female,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,10,401,0.935,56.0
426,Konstanze,Hovie,Female,88,1967-01-09,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,7,285,1.04125,56.0
427,Penrod,Tomasicchio,Male,5,1968-05-28,Account Representative IV,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,9,899,0.51,55.0
428,Nobe,Trowsdale,Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,3,658,0.7125,55.0
429,Yancy,Clementet,Male,5,1968-02-16,Mechanical Systems Engineer,Financial Services,High Net Worth,N,No,15,9 Union Center,2147,NSW,9,72,1.35,55.0
430,Nady,Withinshaw,Female,96,1968-02-17,Database Administrator III,Manufacturing,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,7,641,0.734375,55.0
431,Farlie,Petford,Male,76,1968-03-25,Recruiting Manager,Retail,High Net Worth,N,No,13,2330 Butternut Trail,2017,NSW,10,36,1.44765625,55.0
432,Cirillo,Frossell,Male,7,1968-10-14,Graphic Designer,Manufacturing,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,12,278,1.05,55.0
433,Karol,Salthouse,Female,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,8,568,0.8,55.0
434,Daisy,Spowart,Female,60,1967-12-18,Staff Accountant I,Health,Affluent Customer,N,Yes,4,115 Westridge Road,4570,QLD,3,146,1.225,55.0
435,Amby,Bodega,Male,63,1968-06-12,Recruiter,Manufacturing,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,6,974,0.425,55.0
436,Mick,Macewan,Male,32,1967-12-12,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,10,206,1.1375,55.0
437,Celestina,Lethardy,Female,38,1968-12-11,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,10,341,0.99,54.0
438,Christie,Anders,Male,38,1969-10-02,VP Marketing,Retail,Mass Customer,N,No,16,48 Ludington Plaza,2153,NSW,10,146,1.225,54.0
439,Agnella,Capener,Female,58,1969-05-21,Teacher,Health,High Net Worth,N,No,19,49185 Derek Circle,3977,VIC,6,146,1.225,54.0
440,Agna,Cowpe,Female,88,1969-03-05,Analog Circuit Design manager,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,3,612,0.75703125,54.0
441,Teddy,Lagadu,Female,86,1969-07-20,Design Engineer,Entertainment,High Net Worth,N,No,6,2 Charing Cross Trail,2759,NSW,8,120,1.2625,54.0
442,Delcina,Hursey,Female,22,1968-12-26,Accountant III,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,4,620,0.75,54.0
443,Franciska,Stigell,Female,95,1968-11-15,Food Chemist,Health,Mass Customer,N,Yes,7,6 Anderson Junction,3802,VIC,7,111,1.28125,54.0
444,Ermentrude,Heindle,Female,47,1969-08-02,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,10,191,1.15,54.0
445,Archibald,Blessed,Male,61,1969-02-10,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,11,153,1.21875,54.0
446,Nicole,Ruckhard,Female,93,1969-10-09,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,3,341,0.99,54.0
447,Maximilien,Bourget,Male,12,1969-04-29,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,7,956,0.44625,54.0
448,Calida,Schaben,Female,54,1969-03-06,Recruiting Manager,Retail,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,9,725,0.669375,54.0
449,Darb,Unknown,Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,5,755,0.64,54.0
450,Frans,Idale,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,2,795,0.6035,54.0
451,Meade,McReedy,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,10,810,0.5875,54.0
452,Guss,Karim,Male,95,1968-11-24,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,11,312,1.02,54.0
453,Don,Spratling,Male,82,1969-01-05,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,10,963,0.44,54.0
454,Guenna,Filisov,Female,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,9,427,0.9125,54.0
455,Shawna,Hinrichsen,Female,60,1969-08-27,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,57343 Eagan Avenue,2326,NSW,2,163,1.18203125,54.0
456,Evonne,Bembridge,Female,9,1969-07-06,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,9,259,1.0625,54.0
457,Teddie,Burchill,Male,11,1968-12-21,Programmer I,Manufacturing,Mass Customer,N,Yes,13,321 Raven Plaza,2161,NSW,9,21,1.515625,54.0
458,Roman,Eastwood,Male,57,1969-09-21,Associate Professor,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,4,241,1.0875,54.0
459,Averil,Ackery,Male,93,1970-09-09,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,12,676,0.70125,53.0
460,Morly,Genery,Male,69,1970-03-22,Structural Engineer,Property,Mass Customer,N,No,16,14 Mccormick Park,2113,NSW,11,1,1.71875,53.0
461,Allyson,Petchell,Female,16,1970-03-19,Human Resources Manager,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,8,191,1.15,53.0
462,Padraig,Snel,Male,89,1970-11-08,Staff Accountant II,Manufacturing,Mass Customer,N,No,19,12683 Mifflin Point,2114,NSW,7,133,1.2375,53.0
463,Gerri,Schimann,Female,81,1969-11-17,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,8,259,1.0625,53.0
464,Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,8,609,0.7625,53.0
465,Rupert,Marrow,Male,73,1970-08-08,Analog Circuit Design manager,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,8,297,1.030625,53.0
466,Michal,Bryan,Female,1,1969-11-09,Accountant II,Manufacturing,Mass Customer,N,Yes,16,4275 Bluestem Pass,4000,QLD,8,104,1.2875,53.0
467,Hallsy,Voysey,Male,83,1970-03-11,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,9,725,0.669375,53.0
468,Georgi,Unknown,Male,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,4,485,0.8755,53.0
469,Etan,Prinett,Male,97,1970-01-21,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,8,420,0.91375,53.0
470,Verla,Dumingos,Female,26,1971-09-18,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,8,282,1.04921875,52.0
471,Phyllis,Wibberley,Female,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,12,750,0.65,52.0
472,Bernardine,Delmonti,Female,39,1971-03-31,Analog Circuit Design manager,Property,Mass Customer,N,No,17,0721 Meadow Ridge Pass,2540,NSW,8,146,1.225,52.0
473,Carr,Hopkynson,Male,64,1971-10-18,Accountant II,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,6,888,0.525,52.0
474,Seymour,Fellibrand,Male,28,1971-10-11,Structural Analysis Engineer,Financial Services,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,2,708,0.68,52.0
475,Otis,Unknown,Male,59,1971-01-11,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,11,358,0.98,52.0
476,Aldric,Birney,Male,21,1971-08-19,Accountant II,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,6,310,1.02265625,52.0
477,Sid,Carlone,Male,24,1971-08-18,Structural Engineer,Health,Affluent Customer,N,No,16,76 Sunnyside Avenue,4670,QLD,2,89,1.3125,52.0
478,Lela,Billing,Female,38,1970-12-17,Programmer Analyst III,Financial Services,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,7,468,0.88984375,52.0
479,Cicily,Hast,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,3,939,0.4675,52.0
480,Pancho,Edis,Male,1,1970-12-30,Assistant Professor,Retail,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,7,899,0.51,52.0
481,Tessa,Heakey,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,6,820,0.584375,52.0
482,Andee,Huke,Female,91,1971-06-28,Accountant II,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,2,515,0.839375,52.0
483,Ellsworth,Andrieux,Male,49,1971-04-26,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,7,248,1.078125,52.0
484,Thorn,Stigers,Male,42,1972-05-19,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,8,466,0.89,51.0
485,Joline,Skipperbottom,Female,59,1972-06-27,Desktop Support Technician,Manufacturing,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,9,529,0.83,51.0
486,Dory,Malpass,Female,19,1972-08-27,Unknown,Unknown,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,8,455,0.8925,51.0
487,Lyon,Brittan,Male,14,1972-04-23,Sales Representative,Retail,High Net Worth,N,No,19,540 Sachs Road,3153,VIC,8,104,1.2875,51.0
488,Paquito,Atwood,Male,15,1972-07-30,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,8,291,1.0359375,51.0
489,Duff,Karlowicz,Male,50,1972-04-28,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,5,717 West Drive,2200,NSW,10,8,1.65625,51.0
490,Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,12,888,0.525,51.0
491,Marylou,Kirkup,Female,51,1972-10-31,VP Product Management,Manufacturing,Mass Customer,N,No,14,76733 Sunbrook Terrace,3196,VIC,9,57,1.375,51.0
492,Daisi,Tinwell,Female,84,1971-12-24,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,8,366,0.975,51.0
493,Jedediah,Kedie,Male,31,1971-12-29,Developer I,Argiculture,Mass Customer,N,Yes,9,283 Acker Drive,2763,NSW,9,62,1.36796875,51.0
494,Bengt,Bilson,Male,26,1972-11-02,Structural Engineer,Manufacturing,High Net Worth,N,No,11,67 Grayhawk Circle,2232,NSW,10,99,1.296875,51.0
495,Worthington,Ahmed,Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,3,555,0.8125,51.0
496,Marc,Keunemann,Male,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,8,708,0.68,51.0
497,Melany,Ladewig,Female,76,1972-05-17,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,7,444,0.9,51.0
498,Reggie,Kernar,Female,26,1971-11-28,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,10,181,1.158125,51.0
499,Kaela,Romaines,Female,41,1971-11-27,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,10,259,1.0625,51.0
500,Sammy,Borsi,Female,99,1972-04-27,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,7,546,0.8234375,51.0
501,Chanda,Mensler,Female,15,1972-01-14,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,13,0 Mockingbird Plaza,2212,NSW,10,78,1.3375,51.0
502,Vincent,Jopke,Male,6,1972-03-10,Analog Circuit Design manager,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,3,195,1.1475,51.0
503,Genni,Fanstone,Female,25,1972-07-29,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,10,475,0.881875,51.0
504,Lark,Gonet,Female,89,1972-01-17,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,8,259,1.0625,51.0
505,Jaimie,Lancastle,Male,71,1972-10-23,VP Marketing,Manufacturing,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,8,722,0.6715,51.0
506,Morganica,Ainsbury,Female,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,10,546,0.8234375,50.0
507,Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,11,755,0.64,50.0
